tweet_id,time,tweet,retweet_count,sentiment,buzz_score
1106,2025-10-23 18:13:00,BJP promised better BJP opportunities for youth.,2090,positive,3135.0
1107,2025-10-23 18:13:30,Congress highlighted challenges in Congress programs.,3506,neutral,3506.0
1108,2025-10-23 18:14:00,manifesto debated on manifesto reforms in Parliament.,2086,neutral,2086.0
1109,2025-10-23 18:14:30,BJP debated on BJP reforms in Parliament.,4888,neutral,4888.0
1110,2025-10-23 18:15:00,digital India organized a large digital India awareness campaign.,1936,neutral,1936.0
1111,2025-10-23 18:15:30,corruption organized a large corruption awareness campaign.,3865,positive,5797.5
1112,2025-10-23 18:16:00,BJP highlighted challenges in BJP programs.,2394,neutral,2394.0
1113,2025-10-23 18:16:30,Modi announced a major reform in Modi sector.,4195,neutral,4195.0
1114,2025-10-23 18:17:00,development urged citizens to support development initiatives.,2389,neutral,2389.0
1115,2025-10-23 18:17:30,campaign urged citizens to support campaign initiatives.,1099,neutral,1099.0
1116,2025-10-23 18:18:00,Congress announced a major reform in Congress sector.,1209,neutral,1209.0
1117,2025-10-23 18:18:30,jobs criticized the opposition for jobs issues.,2613,neutral,2613.0
1118,2025-10-23 18:19:00,Election Commission debated on Election Commission reforms in Parliament.,4194,neutral,4194.0
1119,2025-10-23 18:19:30,Rahul Gandhi urged citizens to support Rahul Gandhi initiatives.,52,neutral,52.0
1120,2025-10-23 18:20:00,education highlighted challenges in education programs.,3820,neutral,3820.0
1121,2025-10-23 18:20:30,infrastructure organized a large infrastructure awareness campaign.,3409,positive,5113.5
1122,2025-10-23 18:21:00,education promised better education opportunities for youth.,3691,positive,5536.5
1123,2025-10-23 18:21:30,BJP discussed the new BJP policy in India.,59,positive,88.5
1124,2025-10-23 18:22:00,jobs criticized the opposition for jobs issues.,25,neutral,25.0
1125,2025-10-23 18:22:30,digital India urged citizens to support digital India initiatives.,4823,neutral,4823.0
1126,2025-10-23 18:23:00,BJP urged citizens to support BJP initiatives.,712,neutral,712.0
1127,2025-10-23 18:23:30,Election Commission debated on Election Commission reforms in Parliament.,1178,neutral,1178.0
1128,2025-10-23 18:24:00,Election Commission discussed the new Election Commission policy in India.,384,positive,576.0
1129,2025-10-23 18:24:30,campaign organized a large campaign awareness campaign.,2753,positive,4129.5
1130,2025-10-23 18:25:00,digital India criticized the opposition for digital India issues.,833,neutral,833.0
1131,2025-10-23 18:25:30,Congress debated on Congress reforms in Parliament.,3741,neutral,3741.0
1132,2025-10-23 18:26:00,BJP debated on BJP reforms in Parliament.,2472,neutral,2472.0
1133,2025-10-23 18:26:30,digital India urged citizens to support digital India initiatives.,4630,neutral,4630.0
1134,2025-10-23 18:27:00,Election Commission urged citizens to support Election Commission initiatives.,769,neutral,769.0
1135,2025-10-23 18:27:30,manifesto urged citizens to support manifesto initiatives.,990,neutral,990.0
1136,2025-10-23 18:28:00,Modi criticized the opposition for Modi issues.,4874,neutral,4874.0
1137,2025-10-23 18:28:30,Congress announced a major reform in Congress sector.,835,neutral,835.0
1138,2025-10-23 18:29:00,poll rally urged citizens to support poll rally initiatives.,1553,neutral,1553.0
1139,2025-10-23 18:29:30,Election Commission urged citizens to support Election Commission initiatives.,4636,neutral,4636.0
1140,2025-10-23 18:30:00,manifesto announced a major reform in manifesto sector.,1415,neutral,1415.0
1141,2025-10-23 18:30:30,Rahul Gandhi highlighted challenges in Rahul Gandhi programs.,3186,neutral,3186.0
1142,2025-10-23 18:31:00,campaign discussed the new campaign policy in India.,4176,positive,6264.0
1143,2025-10-23 18:31:30,corruption highlighted challenges in corruption programs.,2270,neutral,2270.0
1144,2025-10-23 18:32:00,education discussed the new education policy in India.,3577,positive,5365.5
1145,2025-10-23 18:32:30,Congress discussed the new Congress policy in India.,1155,positive,1732.5
1146,2025-10-23 18:33:00,Election Commission debated on Election Commission reforms in Parliament.,2579,neutral,2579.0
1147,2025-10-23 18:33:30,healthcare announced a major reform in healthcare sector.,3133,neutral,3133.0
1148,2025-10-23 18:34:00,BJP spoke about recent improvements in BJP.,1097,neutral,1097.0
1149,2025-10-23 18:34:30,Modi urged citizens to support Modi initiatives.,670,neutral,670.0
1150,2025-10-23 18:35:00,development launched a rally focusing on development development.,3004,neutral,3004.0
1151,2025-10-23 18:35:30,jobs promised better jobs opportunities for youth.,959,positive,1438.5
1152,2025-10-23 18:36:00,corruption spoke about recent improvements in corruption.,2197,neutral,2197.0
1153,2025-10-23 18:36:30,education urged citizens to support education initiatives.,1789,neutral,1789.0
1154,2025-10-23 18:37:00,development launched a rally focusing on development development.,3363,neutral,3363.0
1155,2025-10-23 18:37:30,infrastructure spoke about recent improvements in infrastructure.,606,neutral,606.0
1156,2025-10-23 18:38:00,infrastructure organized a large infrastructure awareness campaign.,2102,positive,3153.0
1157,2025-10-23 18:38:30,Modi launched a rally focusing on Modi development.,1679,neutral,1679.0
1158,2025-10-23 18:39:00,education promised better education opportunities for youth.,1991,positive,2986.5
1159,2025-10-23 18:39:30,digital India organized a large digital India awareness campaign.,310,neutral,310.0
1160,2025-10-23 18:40:00,education launched a rally focusing on education development.,3447,neutral,3447.0
1161,2025-10-23 18:40:30,manifesto organized a large manifesto awareness campaign.,2640,positive,3960.0
1162,2025-10-23 18:41:00,manifesto spoke about recent improvements in manifesto.,232,neutral,232.0
1163,2025-10-23 18:41:30,Rahul Gandhi highlighted challenges in Rahul Gandhi programs.,694,neutral,694.0
1164,2025-10-23 18:42:00,Election Commission organized a large Election Commission awareness campaign.,2979,positive,4468.5
1165,2025-10-23 18:42:30,jobs debated on jobs reforms in Parliament.,3274,neutral,3274.0
1166,2025-10-23 18:43:00,Election Commission spoke about recent improvements in Election Commission.,4537,neutral,4537.0
1167,2025-10-23 18:43:30,digital India debated on digital India reforms in Parliament.,2128,neutral,2128.0
1168,2025-10-23 18:44:00,Congress criticized the opposition for Congress issues.,1501,neutral,1501.0
1169,2025-10-23 18:44:30,jobs highlighted challenges in jobs programs.,2941,neutral,2941.0
1170,2025-10-23 18:45:00,healthcare debated on healthcare reforms in Parliament.,1495,neutral,1495.0
1171,2025-10-23 18:45:30,campaign highlighted challenges in campaign programs.,47,neutral,47.0
1172,2025-10-23 18:46:00,healthcare discussed the new healthcare policy in India.,3327,positive,4990.5
1173,2025-10-23 18:46:30,Modi criticized the opposition for Modi issues.,1035,neutral,1035.0
1174,2025-10-23 18:47:00,healthcare organized a large healthcare awareness campaign.,26,positive,39.0
1175,2025-10-23 18:47:30,digital India urged citizens to support digital India initiatives.,433,neutral,433.0
1176,2025-10-23 18:48:00,digital India promised better digital India opportunities for youth.,4656,positive,6984.0
1177,2025-10-23 18:48:30,Modi promised better Modi opportunities for youth.,4302,positive,6453.0
1178,2025-10-23 18:49:00,Election Commission promised better Election Commission opportunities for youth.,3988,positive,5982.0
1179,2025-10-23 18:49:30,Rahul Gandhi discussed the new Rahul Gandhi policy in India.,2517,positive,3775.5
1180,2025-10-23 18:50:00,Modi criticized the opposition for Modi issues.,2411,neutral,2411.0
1181,2025-10-23 18:50:30,manifesto launched a rally focusing on manifesto development.,4248,neutral,4248.0
1182,2025-10-23 18:51:00,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,4779,neutral,4779.0
1183,2025-10-23 18:51:30,manifesto criticized the opposition for manifesto issues.,3243,neutral,3243.0
1184,2025-10-23 18:52:00,Modi debated on Modi reforms in Parliament.,4321,neutral,4321.0
1185,2025-10-23 18:52:30,manifesto criticized the opposition for manifesto issues.,920,neutral,920.0
1186,2025-10-23 18:53:00,jobs promised better jobs opportunities for youth.,2587,positive,3880.5
1187,2025-10-23 18:53:30,healthcare criticized the opposition for healthcare issues.,1917,neutral,1917.0
1188,2025-10-23 18:54:00,poll rally launched a rally focusing on poll rally development.,2778,neutral,2778.0
1189,2025-10-23 18:54:30,Modi highlighted challenges in Modi programs.,3735,neutral,3735.0
1190,2025-10-23 18:55:00,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,962,neutral,962.0
1191,2025-10-23 18:55:30,Modi discussed the new Modi policy in India.,2866,positive,4299.0
1192,2025-10-23 18:56:00,education discussed the new education policy in India.,3940,positive,5910.0
1193,2025-10-23 18:56:30,campaign criticized the opposition for campaign issues.,3949,neutral,3949.0
1194,2025-10-23 18:57:00,manifesto announced a major reform in manifesto sector.,4941,neutral,4941.0
1195,2025-10-23 18:57:30,manifesto debated on manifesto reforms in Parliament.,4504,neutral,4504.0
1196,2025-10-23 18:58:00,infrastructure debated on infrastructure reforms in Parliament.,4483,neutral,4483.0
1197,2025-10-23 18:58:30,infrastructure urged citizens to support infrastructure initiatives.,1172,neutral,1172.0
1198,2025-10-23 18:59:00,education discussed the new education policy in India.,1052,positive,1578.0
1199,2025-10-23 18:59:30,corruption launched a rally focusing on corruption development.,2653,neutral,2653.0
1200,2025-10-23 19:00:00,digital India discussed the new digital India policy in India.,2777,neutral,2777.0
1201,2025-10-23 19:00:30,manifesto launched a rally focusing on manifesto development.,2156,neutral,2156.0
1202,2025-10-23 19:01:00,infrastructure debated on infrastructure reforms in Parliament.,1278,neutral,1278.0
1203,2025-10-23 19:01:30,healthcare criticized the opposition for healthcare issues.,4714,neutral,4714.0
1204,2025-10-23 19:02:00,Election Commission urged citizens to support Election Commission initiatives.,4501,neutral,4501.0
1205,2025-10-23 19:02:30,healthcare promised better healthcare opportunities for youth.,998,positive,1497.0
1206,2025-10-23 19:03:00,corruption criticized the opposition for corruption issues.,696,neutral,696.0
1207,2025-10-23 19:03:30,development discussed the new development policy in India.,4188,positive,6282.0
1208,2025-10-23 19:04:00,Congress urged citizens to support Congress initiatives.,303,neutral,303.0
1209,2025-10-23 19:04:30,Election Commission urged citizens to support Election Commission initiatives.,2809,neutral,2809.0
1210,2025-10-23 19:05:00,manifesto criticized the opposition for manifesto issues.,1446,neutral,1446.0
1211,2025-10-23 19:05:30,Modi debated on Modi reforms in Parliament.,1087,neutral,1087.0
1212,2025-10-23 19:06:00,BJP highlighted challenges in BJP programs.,378,neutral,378.0
1213,2025-10-23 19:06:30,healthcare discussed the new healthcare policy in India.,3438,positive,5157.0
1214,2025-10-23 19:07:00,corruption spoke about recent improvements in corruption.,3374,neutral,3374.0
1215,2025-10-23 19:07:30,Election Commission organized a large Election Commission awareness campaign.,3758,positive,5637.0
1216,2025-10-23 19:08:00,campaign highlighted challenges in campaign programs.,1955,neutral,1955.0
1217,2025-10-23 19:08:30,healthcare promised better healthcare opportunities for youth.,3730,positive,5595.0
1218,2025-10-23 19:09:00,poll rally criticized the opposition for poll rally issues.,2178,neutral,2178.0
1219,2025-10-23 19:09:30,Rahul Gandhi debated on Rahul Gandhi reforms in Parliament.,1688,neutral,1688.0
1220,2025-10-23 19:10:00,infrastructure organized a large infrastructure awareness campaign.,2541,positive,3811.5
1221,2025-10-23 19:10:30,poll rally criticized the opposition for poll rally issues.,1963,neutral,1963.0
1222,2025-10-23 19:11:00,Modi promised better Modi opportunities for youth.,3213,positive,4819.5
1223,2025-10-23 19:11:30,BJP debated on BJP reforms in Parliament.,620,neutral,620.0
1224,2025-10-23 19:12:00,Election Commission discussed the new Election Commission policy in India.,4687,positive,7030.5
1225,2025-10-23 19:12:30,Modi debated on Modi reforms in Parliament.,911,neutral,911.0
1226,2025-10-23 19:13:00,education criticized the opposition for education issues.,4850,neutral,4850.0
1227,2025-10-23 19:13:30,poll rally spoke about recent improvements in poll rally.,2291,neutral,2291.0
1228,2025-10-23 19:14:00,Election Commission highlighted challenges in Election Commission programs.,353,neutral,353.0
1229,2025-10-23 19:14:30,development announced a major reform in development sector.,483,neutral,483.0
1230,2025-10-23 19:15:00,development spoke about recent improvements in development.,2608,neutral,2608.0
1231,2025-10-23 19:15:30,development discussed the new development policy in India.,2956,positive,4434.0
1232,2025-10-23 19:16:00,infrastructure urged citizens to support infrastructure initiatives.,2560,neutral,2560.0
1233,2025-10-23 19:16:30,BJP highlighted challenges in BJP programs.,4241,neutral,4241.0
1234,2025-10-23 19:17:00,healthcare urged citizens to support healthcare initiatives.,1040,neutral,1040.0
1235,2025-10-23 19:17:30,poll rally promised better poll rally opportunities for youth.,3422,positive,5133.0
1236,2025-10-23 19:18:00,Rahul Gandhi discussed the new Rahul Gandhi policy in India.,3607,positive,5410.5
1237,2025-10-23 19:18:30,Modi launched a rally focusing on Modi development.,511,neutral,511.0
1238,2025-10-23 19:19:00,healthcare organized a large healthcare awareness campaign.,2232,positive,3348.0
1239,2025-10-23 19:19:30,Congress debated on Congress reforms in Parliament.,4056,neutral,4056.0
1240,2025-10-23 19:20:00,development highlighted challenges in development programs.,4607,neutral,4607.0
1241,2025-10-23 19:20:30,healthcare announced a major reform in healthcare sector.,3916,neutral,3916.0
1242,2025-10-23 19:21:00,BJP criticized the opposition for BJP issues.,4559,neutral,4559.0
1243,2025-10-23 19:21:30,healthcare organized a large healthcare awareness campaign.,3098,positive,4647.0
1244,2025-10-23 19:22:00,Election Commission spoke about recent improvements in Election Commission.,24,neutral,24.0
1245,2025-10-23 19:22:30,manifesto announced a major reform in manifesto sector.,3987,neutral,3987.0
1246,2025-10-23 19:23:00,development highlighted challenges in development programs.,3045,neutral,3045.0
1247,2025-10-23 19:23:30,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,1188,neutral,1188.0
1248,2025-10-23 19:24:00,development highlighted challenges in development programs.,54,neutral,54.0
1249,2025-10-23 19:24:30,Election Commission launched a rally focusing on Election Commission development.,4228,neutral,4228.0
1250,2025-10-23 19:25:00,education urged citizens to support education initiatives.,219,neutral,219.0
1251,2025-10-23 19:25:30,Congress discussed the new Congress policy in India.,2722,positive,4083.0
1252,2025-10-23 19:26:00,education launched a rally focusing on education development.,4423,neutral,4423.0
1253,2025-10-23 19:26:30,jobs launched a rally focusing on jobs development.,2204,neutral,2204.0
1254,2025-10-23 19:27:00,development launched a rally focusing on development development.,3976,neutral,3976.0
1255,2025-10-23 19:27:30,Election Commission urged citizens to support Election Commission initiatives.,1701,neutral,1701.0
1256,2025-10-23 19:28:00,jobs discussed the new jobs policy in India.,2757,positive,4135.5
1257,2025-10-23 19:28:30,corruption criticized the opposition for corruption issues.,2826,neutral,2826.0
1258,2025-10-23 19:29:00,infrastructure discussed the new infrastructure policy in India.,1264,positive,1896.0
1259,2025-10-23 19:29:30,jobs discussed the new jobs policy in India.,2236,positive,3354.0
1260,2025-10-23 19:30:00,manifesto discussed the new manifesto policy in India.,280,positive,420.0
1261,2025-10-23 19:30:30,campaign debated on campaign reforms in Parliament.,4529,neutral,4529.0
1262,2025-10-23 19:31:00,BJP announced a major reform in BJP sector.,577,neutral,577.0
1263,2025-10-23 19:31:30,poll rally promised better poll rally opportunities for youth.,3101,positive,4651.5
1264,2025-10-23 19:32:00,manifesto highlighted challenges in manifesto programs.,3382,neutral,3382.0
1265,2025-10-23 19:32:30,manifesto promised better manifesto opportunities for youth.,4537,positive,6805.5
1266,2025-10-23 19:33:00,poll rally announced a major reform in poll rally sector.,3270,neutral,3270.0
1267,2025-10-23 19:33:30,BJP organized a large BJP awareness campaign.,258,positive,387.0
1268,2025-10-23 19:34:00,development launched a rally focusing on development development.,505,neutral,505.0
1269,2025-10-23 19:34:30,Congress debated on Congress reforms in Parliament.,4416,neutral,4416.0
1270,2025-10-23 19:35:00,Election Commission announced a major reform in Election Commission sector.,3233,neutral,3233.0
1271,2025-10-23 19:35:30,Congress debated on Congress reforms in Parliament.,393,neutral,393.0
1272,2025-10-23 19:36:00,BJP debated on BJP reforms in Parliament.,1550,neutral,1550.0
1273,2025-10-23 19:36:30,healthcare discussed the new healthcare policy in India.,2788,positive,4182.0
1274,2025-10-23 19:37:00,manifesto debated on manifesto reforms in Parliament.,1239,neutral,1239.0
1275,2025-10-23 19:37:30,Congress spoke about recent improvements in Congress.,1514,neutral,1514.0
1276,2025-10-23 19:38:00,education spoke about recent improvements in education.,347,neutral,347.0
1277,2025-10-23 19:38:30,digital India discussed the new digital India policy in India.,1949,neutral,1949.0
1278,2025-10-23 19:39:00,jobs discussed the new jobs policy in India.,4843,positive,7264.5
1279,2025-10-23 19:39:30,Modi discussed the new Modi policy in India.,2715,positive,4072.5
1280,2025-10-23 19:40:00,Congress urged citizens to support Congress initiatives.,2417,neutral,2417.0
1281,2025-10-23 19:40:30,development announced a major reform in development sector.,4886,neutral,4886.0
1282,2025-10-23 19:41:00,healthcare launched a rally focusing on healthcare development.,1873,neutral,1873.0
1283,2025-10-23 19:41:30,Congress promised better Congress opportunities for youth.,4377,positive,6565.5
1284,2025-10-23 19:42:00,Congress criticized the opposition for Congress issues.,1057,neutral,1057.0
1285,2025-10-23 19:42:30,Election Commission spoke about recent improvements in Election Commission.,3729,neutral,3729.0
1286,2025-10-23 19:43:00,Election Commission launched a rally focusing on Election Commission development.,3373,neutral,3373.0
1287,2025-10-23 19:43:30,manifesto debated on manifesto reforms in Parliament.,3081,neutral,3081.0
1288,2025-10-23 19:44:00,Election Commission organized a large Election Commission awareness campaign.,133,positive,199.5
1289,2025-10-23 19:44:30,healthcare criticized the opposition for healthcare issues.,1513,neutral,1513.0
1290,2025-10-23 19:45:00,healthcare organized a large healthcare awareness campaign.,3611,positive,5416.5
1291,2025-10-23 19:45:30,healthcare debated on healthcare reforms in Parliament.,3487,neutral,3487.0
1292,2025-10-23 19:46:00,campaign criticized the opposition for campaign issues.,1788,neutral,1788.0
1293,2025-10-23 19:46:30,Election Commission announced a major reform in Election Commission sector.,3615,neutral,3615.0
1294,2025-10-23 19:47:00,corruption organized a large corruption awareness campaign.,3044,positive,4566.0
1295,2025-10-23 19:47:30,Rahul Gandhi promised better Rahul Gandhi opportunities for youth.,4926,positive,7389.0
1296,2025-10-23 19:48:00,Rahul Gandhi discussed the new Rahul Gandhi policy in India.,331,positive,496.5
1297,2025-10-23 19:48:30,healthcare promised better healthcare opportunities for youth.,883,positive,1324.5
1298,2025-10-23 19:49:00,Congress announced a major reform in Congress sector.,2320,neutral,2320.0
1299,2025-10-23 19:49:30,Congress spoke about recent improvements in Congress.,3337,neutral,3337.0
1300,2025-10-23 19:50:00,corruption organized a large corruption awareness campaign.,140,positive,210.0
1301,2025-10-23 19:50:30,education debated on education reforms in Parliament.,3706,neutral,3706.0
1302,2025-10-23 19:51:00,Congress discussed the new Congress policy in India.,930,positive,1395.0
1303,2025-10-23 19:51:30,education promised better education opportunities for youth.,543,positive,814.5
1304,2025-10-23 19:52:00,Congress launched a rally focusing on Congress development.,2402,neutral,2402.0
1305,2025-10-23 19:52:30,Election Commission criticized the opposition for Election Commission issues.,3681,neutral,3681.0
1306,2025-10-23 19:53:00,education spoke about recent improvements in education.,3406,neutral,3406.0
1307,2025-10-23 19:53:30,manifesto launched a rally focusing on manifesto development.,1513,neutral,1513.0
1308,2025-10-23 19:54:00,BJP urged citizens to support BJP initiatives.,1195,neutral,1195.0
1309,2025-10-23 19:54:30,manifesto announced a major reform in manifesto sector.,1356,neutral,1356.0
1310,2025-10-23 19:55:00,poll rally spoke about recent improvements in poll rally.,4455,neutral,4455.0
1311,2025-10-23 19:55:30,campaign debated on campaign reforms in Parliament.,3470,neutral,3470.0
1312,2025-10-23 19:56:00,jobs criticized the opposition for jobs issues.,709,neutral,709.0
1313,2025-10-23 19:56:30,poll rally urged citizens to support poll rally initiatives.,238,neutral,238.0
1314,2025-10-23 19:57:00,healthcare spoke about recent improvements in healthcare.,1362,neutral,1362.0
1315,2025-10-23 19:57:30,Congress launched a rally focusing on Congress development.,4580,neutral,4580.0
1316,2025-10-23 19:58:00,Election Commission highlighted challenges in Election Commission programs.,2825,neutral,2825.0
1317,2025-10-23 19:58:30,poll rally urged citizens to support poll rally initiatives.,4302,neutral,4302.0
1318,2025-10-23 19:59:00,corruption launched a rally focusing on corruption development.,2796,neutral,2796.0
1319,2025-10-23 19:59:30,digital India discussed the new digital India policy in India.,2011,neutral,2011.0
1320,2025-10-23 20:00:00,jobs announced a major reform in jobs sector.,2113,neutral,2113.0
1321,2025-10-23 20:00:30,Election Commission organized a large Election Commission awareness campaign.,531,positive,796.5
1322,2025-10-23 20:01:00,Congress debated on Congress reforms in Parliament.,1844,neutral,1844.0
1323,2025-10-23 20:01:30,education urged citizens to support education initiatives.,3220,neutral,3220.0
1324,2025-10-23 20:02:00,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,3225,neutral,3225.0
1325,2025-10-23 20:02:30,jobs urged citizens to support jobs initiatives.,2529,neutral,2529.0
1326,2025-10-23 20:03:00,Modi announced a major reform in Modi sector.,4472,neutral,4472.0
1327,2025-10-23 20:03:30,development criticized the opposition for development issues.,4464,neutral,4464.0
1328,2025-10-23 20:04:00,healthcare debated on healthcare reforms in Parliament.,4006,neutral,4006.0
1329,2025-10-23 20:04:30,education spoke about recent improvements in education.,3899,neutral,3899.0
1330,2025-10-23 20:05:00,Modi spoke about recent improvements in Modi.,4410,neutral,4410.0
1331,2025-10-23 20:05:30,manifesto organized a large manifesto awareness campaign.,746,positive,1119.0
1332,2025-10-23 20:06:00,corruption launched a rally focusing on corruption development.,441,neutral,441.0
1333,2025-10-23 20:06:30,BJP spoke about recent improvements in BJP.,1068,neutral,1068.0
1334,2025-10-23 20:07:00,infrastructure organized a large infrastructure awareness campaign.,38,positive,57.0
1335,2025-10-23 20:07:30,manifesto launched a rally focusing on manifesto development.,3581,neutral,3581.0
1336,2025-10-23 20:08:00,manifesto urged citizens to support manifesto initiatives.,2895,neutral,2895.0
1337,2025-10-23 20:08:30,development organized a large development awareness campaign.,1479,positive,2218.5
1338,2025-10-23 20:09:00,education discussed the new education policy in India.,2159,positive,3238.5
1339,2025-10-23 20:09:30,healthcare promised better healthcare opportunities for youth.,3386,positive,5079.0
1340,2025-10-23 20:10:00,BJP launched a rally focusing on BJP development.,2675,neutral,2675.0
1341,2025-10-23 20:10:30,jobs urged citizens to support jobs initiatives.,2376,neutral,2376.0
1342,2025-10-23 20:11:00,education discussed the new education policy in India.,1687,positive,2530.5
1343,2025-10-23 20:11:30,Modi organized a large Modi awareness campaign.,4009,positive,6013.5
1344,2025-10-23 20:12:00,campaign highlighted challenges in campaign programs.,2263,neutral,2263.0
1345,2025-10-23 20:12:30,jobs highlighted challenges in jobs programs.,1555,neutral,1555.0
1346,2025-10-23 20:13:00,corruption debated on corruption reforms in Parliament.,3688,neutral,3688.0
1347,2025-10-23 20:13:30,Election Commission announced a major reform in Election Commission sector.,4675,neutral,4675.0
1348,2025-10-23 20:14:00,jobs promised better jobs opportunities for youth.,2896,positive,4344.0
1349,2025-10-23 20:14:30,development debated on development reforms in Parliament.,1321,neutral,1321.0
1350,2025-10-23 20:15:00,development launched a rally focusing on development development.,4217,neutral,4217.0
1351,2025-10-23 20:15:30,Election Commission organized a large Election Commission awareness campaign.,4849,positive,7273.5
1352,2025-10-23 20:16:00,Congress urged citizens to support Congress initiatives.,553,neutral,553.0
1353,2025-10-23 20:16:30,poll rally urged citizens to support poll rally initiatives.,405,neutral,405.0
1354,2025-10-23 20:17:00,jobs announced a major reform in jobs sector.,2696,neutral,2696.0
1355,2025-10-23 20:17:30,poll rally highlighted challenges in poll rally programs.,2094,neutral,2094.0
1356,2025-10-23 20:18:00,infrastructure highlighted challenges in infrastructure programs.,4273,neutral,4273.0
1357,2025-10-23 20:18:30,digital India urged citizens to support digital India initiatives.,409,neutral,409.0
1358,2025-10-23 20:19:00,corruption debated on corruption reforms in Parliament.,2516,neutral,2516.0
1359,2025-10-23 20:19:30,campaign organized a large campaign awareness campaign.,2628,positive,3942.0
1360,2025-10-23 20:20:00,campaign spoke about recent improvements in campaign.,3129,neutral,3129.0
1361,2025-10-23 20:20:30,corruption debated on corruption reforms in Parliament.,4889,neutral,4889.0
1362,2025-10-23 20:21:00,Election Commission urged citizens to support Election Commission initiatives.,1143,neutral,1143.0
1363,2025-10-23 20:21:30,jobs urged citizens to support jobs initiatives.,3564,neutral,3564.0
1364,2025-10-23 20:22:00,jobs highlighted challenges in jobs programs.,3804,neutral,3804.0
1365,2025-10-23 20:22:30,jobs discussed the new jobs policy in India.,4643,positive,6964.5
1366,2025-10-23 20:23:00,education criticized the opposition for education issues.,4392,neutral,4392.0
1367,2025-10-23 20:23:30,digital India announced a major reform in digital India sector.,404,neutral,404.0
1368,2025-10-23 20:24:00,Modi criticized the opposition for Modi issues.,150,neutral,150.0
1369,2025-10-23 20:24:30,infrastructure organized a large infrastructure awareness campaign.,4648,positive,6972.0
1370,2025-10-23 20:25:00,Rahul Gandhi debated on Rahul Gandhi reforms in Parliament.,4983,neutral,4983.0
1371,2025-10-23 20:25:30,healthcare debated on healthcare reforms in Parliament.,1499,neutral,1499.0
1372,2025-10-23 20:26:00,infrastructure discussed the new infrastructure policy in India.,489,positive,733.5
1373,2025-10-23 20:26:30,healthcare highlighted challenges in healthcare programs.,2832,neutral,2832.0
1374,2025-10-23 20:27:00,corruption debated on corruption reforms in Parliament.,401,neutral,401.0
1375,2025-10-23 20:27:30,poll rally highlighted challenges in poll rally programs.,4656,neutral,4656.0
1376,2025-10-23 20:28:00,education organized a large education awareness campaign.,3044,positive,4566.0
1377,2025-10-23 20:28:30,healthcare announced a major reform in healthcare sector.,979,neutral,979.0
1378,2025-10-23 20:29:00,healthcare discussed the new healthcare policy in India.,4410,positive,6615.0
1379,2025-10-23 20:29:30,development debated on development reforms in Parliament.,1073,neutral,1073.0
1380,2025-10-23 20:30:00,Congress announced a major reform in Congress sector.,2886,neutral,2886.0
1381,2025-10-23 20:30:30,jobs debated on jobs reforms in Parliament.,1183,neutral,1183.0
1382,2025-10-23 20:31:00,corruption urged citizens to support corruption initiatives.,385,neutral,385.0
1383,2025-10-23 20:31:30,Congress discussed the new Congress policy in India.,1411,positive,2116.5
1384,2025-10-23 20:32:00,BJP urged citizens to support BJP initiatives.,4100,neutral,4100.0
1385,2025-10-23 20:32:30,corruption announced a major reform in corruption sector.,2885,neutral,2885.0
1386,2025-10-23 20:33:00,Rahul Gandhi discussed the new Rahul Gandhi policy in India.,3808,positive,5712.0
1387,2025-10-23 20:33:30,BJP debated on BJP reforms in Parliament.,4639,neutral,4639.0
1388,2025-10-23 20:34:00,Modi discussed the new Modi policy in India.,1062,positive,1593.0
1389,2025-10-23 20:34:30,poll rally spoke about recent improvements in poll rally.,1709,neutral,1709.0
1390,2025-10-23 20:35:00,infrastructure spoke about recent improvements in infrastructure.,627,neutral,627.0
1391,2025-10-23 20:35:30,corruption debated on corruption reforms in Parliament.,2329,neutral,2329.0
1392,2025-10-23 20:36:00,campaign organized a large campaign awareness campaign.,3945,positive,5917.5
1393,2025-10-23 20:36:30,jobs urged citizens to support jobs initiatives.,3842,neutral,3842.0
1394,2025-10-23 20:37:00,corruption promised better corruption opportunities for youth.,1538,positive,2307.0
1395,2025-10-23 20:37:30,Rahul Gandhi discussed the new Rahul Gandhi policy in India.,253,positive,379.5
1396,2025-10-23 20:38:00,education organized a large education awareness campaign.,40,positive,60.0
1397,2025-10-23 20:38:30,digital India spoke about recent improvements in digital India.,3899,neutral,3899.0
1398,2025-10-23 20:39:00,Congress highlighted challenges in Congress programs.,1264,neutral,1264.0
1399,2025-10-23 20:39:30,poll rally debated on poll rally reforms in Parliament.,636,neutral,636.0
1400,2025-10-23 20:40:00,Rahul Gandhi launched a rally focusing on Rahul Gandhi development.,756,neutral,756.0
1401,2025-10-23 20:40:30,jobs discussed the new jobs policy in India.,2767,positive,4150.5
1402,2025-10-23 20:41:00,infrastructure debated on infrastructure reforms in Parliament.,2623,neutral,2623.0
1403,2025-10-23 20:41:30,poll rally highlighted challenges in poll rally programs.,2282,neutral,2282.0
1404,2025-10-23 20:42:00,Congress announced a major reform in Congress sector.,4677,neutral,4677.0
1405,2025-10-23 20:42:30,Rahul Gandhi discussed the new Rahul Gandhi policy in India.,2032,positive,3048.0
