tweet_id,time,tweet,retweet_count
421,2025-10-24 06:10:38,People criticize Modi for criticism issues.,2391
422,2025-10-30 20:26:38,AAP shows great unity in recent times.,4341
423,2025-10-22 18:21:38,NDA shows great stability in recent times.,1336
424,2025-10-24 23:59:38,Stalin shows great unity in recent times.,3400
425,2025-10-02 12:08:38,People criticize TMC for blame issues.,1629
426,2025-10-14 02:14:38,Citizens talk about AIADMK during election season.,497
427,2025-10-23 10:33:38,Citizens talk about Congress during vote season.,3194
428,2025-10-19 09:01:38,Citizens talk about Congress during campaign season.,2089
429,2025-10-03 22:03:38,People criticize Mamata for fraud issues.,176
430,2025-10-18 05:46:38,Citizens talk about KCR during campaign season.,351
431,2025-10-12 02:26:38,People criticize Rahul for inflation issues.,4450
432,2025-10-28 00:10:38,AAP shows great support in recent times.,959
433,2025-10-04 01:37:38,Mamata shows great support in recent times.,1446
434,2025-10-12 15:13:38,People criticize TMC for fraud issues.,1826
435,2025-11-03 02:46:38,NDA shows great success in recent times.,3960
436,2025-10-27 03:44:38,People criticize UPA for fraud issues.,2656
437,2025-11-01 05:39:38,Citizens talk about Congress during vote season.,406
438,2025-10-07 23:57:38,People criticize DMK for blame issues.,4053
439,2025-10-17 23:37:38,Congress shows great trust in recent times.,3933
440,2025-10-08 21:43:38,Citizens talk about KCR during discussion season.,4928
441,2025-10-30 05:11:38,Citizens talk about Stalin during discussion season.,2133
442,2025-11-02 22:00:38,Congress shows great stability in recent times.,2427
443,2025-10-20 13:59:38,NDA shows great success in recent times.,3102
444,2025-10-03 19:42:38,People criticize DMK for scandal issues.,3595
445,2025-10-22 00:33:38,BRS shows great trust in recent times.,2485
446,2025-10-07 11:35:38,DMK shows great success in recent times.,1181
447,2025-09-30 04:28:38,Citizens talk about DMK during meeting season.,2816
448,2025-10-08 22:45:38,People criticize Mamata for fraud issues.,2807
449,2025-10-02 05:19:38,People criticize Modi for violence issues.,738
450,2025-10-06 09:51:38,Rahul shows great trust in recent times.,1372
451,2025-10-16 07:15:38,Citizens talk about AAP during meeting season.,3104
452,2025-10-10 22:51:38,Citizens talk about KCR during campaign season.,3171
453,2025-10-23 02:25:38,People criticize Congress for protest issues.,1343
454,2025-10-05 17:35:38,Congress shows great development in recent times.,4537
455,2025-11-01 05:54:38,People criticize AIADMK for failure issues.,3945
456,2025-11-02 04:46:38,Citizens talk about BRS during manifesto season.,3977
457,2025-10-24 06:55:38,Citizens talk about DMK during meeting season.,1289
458,2025-10-26 04:08:38,People criticize TMC for scandal issues.,3328
459,2025-10-30 04:15:38,People criticize KCR for protest issues.,3910
460,2025-10-07 21:00:38,Citizens talk about DMK during poll season.,1737
461,2025-11-01 07:48:38,Citizens talk about Stalin during speech season.,3030
462,2025-10-14 22:26:38,TMC shows great vision in recent times.,2374
463,2025-10-17 08:12:38,AIADMK shows great vision in recent times.,3212
464,2025-10-29 02:13:38,Kejriwal shows great unity in recent times.,2933
465,2025-11-01 10:43:38,People criticize NDA for unemployment issues.,4331
466,2025-10-06 13:05:38,Citizens talk about Modi during party season.,1330
467,2025-10-28 13:39:38,UPA shows great progress in recent times.,388
468,2025-10-22 04:00:38,People criticize BJP for corruption issues.,1437
469,2025-10-02 22:46:38,DMK shows great unity in recent times.,3232
470,2025-10-25 07:41:38,AIADMK shows great support in recent times.,1129
471,2025-10-25 11:25:38,Citizens talk about NDA during campaign season.,639
472,2025-10-23 02:00:38,People criticize Mamata for blame issues.,2744
473,2025-10-11 10:17:38,Modi shows great progress in recent times.,1402
474,2025-10-31 03:54:38,UPA shows great support in recent times.,3387
475,2025-10-12 12:25:38,People criticize TMC for criticism issues.,40
476,2025-10-24 15:25:38,UPA shows great leadership in recent times.,3379
477,2025-10-17 16:45:38,Citizens talk about BRS during election season.,3638
478,2025-10-16 17:10:38,Citizens talk about BRS during discussion season.,4965
479,2025-11-02 23:18:38,People criticize Congress for blame issues.,4818
480,2025-10-27 08:36:38,People criticize AAP for protest issues.,3442
481,2025-10-10 23:11:38,Congress shows great support in recent times.,1493
482,2025-10-29 05:39:38,People criticize Stalin for corruption issues.,3956
483,2025-10-02 20:15:38,Citizens talk about DMK during speech season.,4212
484,2025-10-19 17:23:38,People criticize UPA for unemployment issues.,41
485,2025-10-07 13:26:38,People criticize Mamata for scandal issues.,1461
486,2025-10-03 17:42:38,People criticize BJP for protest issues.,707
487,2025-10-10 21:13:38,KCR shows great support in recent times.,1520
488,2025-10-17 11:04:38,BJP shows great success in recent times.,2257
489,2025-10-22 14:42:38,People criticize BJP for protest issues.,3415
490,2025-10-01 12:05:38,BJP shows great vision in recent times.,580
491,2025-10-18 09:07:38,People criticize Rahul for unemployment issues.,1792
492,2025-10-11 08:14:38,People criticize Modi for corruption issues.,148
493,2025-11-02 15:32:38,Citizens talk about Stalin during manifesto season.,2304
494,2025-10-19 21:39:38,People criticize BRS for fraud issues.,2695
495,2025-10-05 11:08:38,Kejriwal shows great trust in recent times.,4230
496,2025-10-17 02:15:38,Citizens talk about BJP during rally season.,2357
497,2025-10-24 20:02:38,People criticize NDA for corruption issues.,429
498,2025-10-27 06:14:38,People criticize AAP for fraud issues.,3748
499,2025-10-02 20:08:38,Congress shows great trust in recent times.,958
500,2025-10-13 04:29:38,BRS shows great success in recent times.,1904
501,2025-10-09 06:10:38,People criticize BJP for violence issues.,2042
502,2025-10-15 02:26:38,NDA shows great support in recent times.,855
503,2025-10-03 16:24:38,People criticize DMK for criticism issues.,1355
504,2025-10-22 06:44:38,People criticize AIADMK for failure issues.,157
505,2025-10-06 09:35:38,People criticize Rahul for unemployment issues.,2572
506,2025-10-05 04:01:38,Citizens talk about Mamata during discussion season.,4176
507,2025-10-18 23:15:38,BRS shows great success in recent times.,998
508,2025-10-15 22:53:38,People criticize AIADMK for violence issues.,3956
509,2025-10-31 05:07:38,People criticize DMK for blame issues.,432
510,2025-10-03 16:33:38,Stalin shows great stability in recent times.,40
511,2025-10-20 10:00:38,People criticize Mamata for corruption issues.,2201
512,2025-10-22 08:13:38,People criticize AIADMK for fraud issues.,632
513,2025-10-28 13:21:38,People criticize NDA for violence issues.,3510
514,2025-10-23 18:15:38,BRS shows great leadership in recent times.,129
515,2025-10-25 10:26:38,Mamata shows great stability in recent times.,4398
516,2025-10-14 11:41:38,People criticize AAP for blame issues.,1318
517,2025-10-24 10:40:38,People criticize BJP for fraud issues.,268
518,2025-10-26 04:52:38,People criticize BJP for violence issues.,2943
519,2025-10-23 07:12:38,Kejriwal shows great support in recent times.,1807
520,2025-10-11 10:08:38,KCR shows great support in recent times.,823
521,2025-09-30 02:17:38,Citizens talk about Stalin during manifesto season.,4815
522,2025-10-10 07:55:38,UPA shows great development in recent times.,2633
523,2025-11-01 13:49:38,People criticize DMK for protest issues.,1735
524,2025-10-21 21:10:38,TMC shows great progress in recent times.,1478
525,2025-11-02 01:23:38,Citizens talk about NDA during manifesto season.,4361
526,2025-10-01 02:48:38,BRS shows great unity in recent times.,1938
527,2025-10-22 23:35:38,People criticize Rahul for criticism issues.,1159
528,2025-10-17 15:16:38,People criticize BRS for violence issues.,735
529,2025-10-04 11:32:38,Mamata shows great leadership in recent times.,1962
530,2025-10-27 19:50:38,People criticize AAP for criticism issues.,2643
531,2025-11-03 08:10:38,Citizens talk about TMC during campaign season.,4995
532,2025-10-08 10:51:38,Citizens talk about Modi during election season.,1206
533,2025-10-29 14:00:38,AIADMK shows great leadership in recent times.,1908
534,2025-10-28 03:02:38,People criticize Kejriwal for blame issues.,3847
535,2025-10-09 17:19:38,Citizens talk about AAP during election season.,2548
536,2025-10-09 07:01:38,Citizens talk about TMC during rally season.,1463
537,2025-10-07 06:21:38,Mamata shows great development in recent times.,1012
538,2025-10-30 14:53:38,NDA shows great development in recent times.,940
539,2025-11-01 01:11:38,People criticize BRS for scandal issues.,602
540,2025-10-26 04:05:38,People criticize Modi for fraud issues.,844
541,2025-10-16 20:47:38,Citizens talk about Congress during election season.,4357
542,2025-10-14 01:26:38,KCR shows great growth in recent times.,4003
543,2025-11-02 07:53:38,Citizens talk about Kejriwal during vote season.,955
544,2025-10-27 11:03:38,People criticize Rahul for protest issues.,3846
545,2025-10-29 08:59:38,Citizens talk about BRS during campaign season.,392
546,2025-10-09 08:21:38,People criticize Congress for blame issues.,4865
547,2025-10-06 19:10:38,Citizens talk about Rahul during meeting season.,1154
548,2025-10-27 08:47:38,Citizens talk about TMC during party season.,485
549,2025-10-18 02:18:38,People criticize UPA for protest issues.,3723
550,2025-10-19 15:30:38,NDA shows great vision in recent times.,4098
551,2025-10-08 00:47:38,People criticize Kejriwal for fraud issues.,1776
552,2025-10-15 09:33:38,Stalin shows great development in recent times.,3091
553,2025-11-01 20:52:38,People criticize Stalin for blame issues.,1337
554,2025-10-17 19:19:38,Citizens talk about Congress during rally season.,811
555,2025-09-30 23:46:38,Kejriwal shows great trust in recent times.,4126
556,2025-10-02 22:00:38,Mamata shows great development in recent times.,4239
557,2025-10-27 16:33:38,Citizens talk about TMC during election season.,2542
558,2025-10-27 00:47:38,Stalin shows great vision in recent times.,1226
559,2025-10-12 09:16:38,People criticize AIADMK for inflation issues.,4773
560,2025-10-04 20:11:38,Citizens talk about KCR during rally season.,1028
561,2025-10-21 18:24:38,People criticize Rahul for unemployment issues.,3616
562,2025-11-01 00:46:38,Citizens talk about AIADMK during rally season.,1017
563,2025-10-27 19:24:38,People criticize BJP for scandal issues.,3346
564,2025-10-27 09:03:38,Citizens talk about Mamata during discussion season.,3590
565,2025-10-12 17:08:38,People criticize DMK for protest issues.,1747
566,2025-10-02 08:58:38,People criticize DMK for protest issues.,4359
567,2025-10-26 16:24:38,Citizens talk about Rahul during vote season.,4706
568,2025-10-29 04:48:38,Modi shows great trust in recent times.,3672
569,2025-10-18 11:39:38,People criticize KCR for inflation issues.,971
570,2025-10-19 09:27:38,People criticize Modi for unemployment issues.,2088
571,2025-10-16 03:41:38,People criticize UPA for scandal issues.,4254
572,2025-10-31 10:46:38,People criticize UPA for corruption issues.,3601
573,2025-10-10 04:04:38,People criticize BJP for protest issues.,2638
574,2025-10-06 01:20:38,People criticize AAP for violence issues.,4232
575,2025-10-24 17:11:38,Citizens talk about DMK during speech season.,2503
576,2025-10-20 02:52:38,Citizens talk about Congress during party season.,2884
577,2025-10-13 12:20:38,People criticize Stalin for blame issues.,4297
578,2025-10-13 08:20:38,KCR shows great unity in recent times.,4047
579,2025-10-03 12:35:38,Kejriwal shows great support in recent times.,3418
580,2025-10-24 12:10:38,People criticize TMC for violence issues.,3559
581,2025-10-16 22:41:38,People criticize BJP for criticism issues.,355
582,2025-10-18 09:42:38,Citizens talk about AAP during discussion season.,4895
583,2025-10-16 15:39:38,Citizens talk about BRS during party season.,4625
584,2025-10-14 19:29:38,BRS shows great growth in recent times.,3857
585,2025-10-21 21:04:38,People criticize Congress for scandal issues.,3200
586,2025-10-06 02:09:38,BJP shows great unity in recent times.,1557
587,2025-10-29 00:22:38,Mamata shows great progress in recent times.,4348
588,2025-10-14 19:29:38,Kejriwal shows great stability in recent times.,3131
589,2025-10-16 02:57:38,Congress shows great stability in recent times.,3463
590,2025-10-09 08:35:38,Citizens talk about Stalin during election season.,4627
591,2025-10-14 20:52:38,People criticize Stalin for unemployment issues.,1329
592,2025-09-30 09:02:38,Citizens talk about KCR during election season.,2153
593,2025-10-18 20:32:38,People criticize DMK for criticism issues.,4094
594,2025-11-02 05:16:38,People criticize Rahul for fraud issues.,671
595,2025-10-04 18:47:38,NDA shows great development in recent times.,597
596,2025-10-19 18:57:38,Citizens talk about UPA during party season.,723
597,2025-10-27 20:31:38,Kejriwal shows great unity in recent times.,4167
598,2025-10-28 17:03:38,Mamata shows great vision in recent times.,3191
599,2025-10-03 00:21:38,People criticize Rahul for criticism issues.,3314
600,2025-09-30 21:57:38,People criticize KCR for criticism issues.,4704
601,2025-10-28 21:30:38,Citizens talk about Rahul during rally season.,4878
602,2025-10-05 09:36:38,Citizens talk about Kejriwal during rally season.,1792
603,2025-10-21 18:08:38,Citizens talk about BRS during vote season.,2517
604,2025-10-20 07:20:38,Citizens talk about NDA during poll season.,3203
605,2025-10-27 07:50:38,Citizens talk about Rahul during meeting season.,4237
606,2025-11-03 13:55:38,People criticize AIADMK for failure issues.,8
607,2025-10-15 01:59:38,People criticize Mamata for corruption issues.,3800
608,2025-10-16 01:11:38,Rahul shows great stability in recent times.,4999
609,2025-10-29 11:41:38,Citizens talk about Mamata during party season.,4665
610,2025-10-27 07:48:38,Citizens talk about Congress during election season.,162
611,2025-10-30 05:37:38,Citizens talk about Mamata during speech season.,3763
612,2025-10-24 05:33:38,People criticize UPA for blame issues.,4497
613,2025-10-06 13:12:38,People criticize TMC for unemployment issues.,721
614,2025-09-30 07:22:38,People criticize BJP for protest issues.,2809
615,2025-10-10 09:36:38,Citizens talk about AAP during meeting season.,4127
616,2025-11-01 17:29:38,Citizens talk about AAP during campaign season.,4180
617,2025-10-26 03:44:38,Citizens talk about Kejriwal during party season.,2814
618,2025-10-10 20:40:38,People criticize NDA for blame issues.,870
619,2025-10-12 02:56:38,KCR shows great leadership in recent times.,2219
620,2025-11-01 19:54:38,Citizens talk about BJP during manifesto season.,523
621,2025-10-14 21:45:38,TMC shows great trust in recent times.,4865
622,2025-10-15 06:57:38,People criticize Modi for corruption issues.,4997
623,2025-10-05 04:51:38,Citizens talk about Congress during rally season.,556
624,2025-10-19 04:35:38,People criticize Congress for protest issues.,4231
625,2025-11-01 04:32:38,Citizens talk about KCR during vote season.,364
626,2025-10-03 22:10:38,Citizens talk about Rahul during rally season.,1359
627,2025-10-02 09:06:38,Citizens talk about Mamata during vote season.,3180
628,2025-09-30 15:28:38,People criticize Modi for criticism issues.,158
629,2025-10-09 19:22:38,Citizens talk about TMC during election season.,3680
630,2025-10-31 00:30:38,Citizens talk about TMC during party season.,3995
631,2025-10-08 20:56:38,Citizens talk about DMK during discussion season.,2862
632,2025-10-11 12:58:38,Citizens talk about DMK during meeting season.,2147
633,2025-10-10 23:08:38,Citizens talk about Congress during party season.,2059
634,2025-10-11 14:22:38,BJP shows great stability in recent times.,2723
635,2025-10-28 19:31:38,DMK shows great support in recent times.,3371
636,2025-10-21 13:10:38,People criticize Congress for violence issues.,2404
637,2025-10-17 20:11:38,Congress shows great trust in recent times.,3680
638,2025-10-09 05:31:38,People criticize AAP for blame issues.,4525
639,2025-10-19 01:51:38,Citizens talk about Congress during vote season.,3760
640,2025-10-09 13:06:38,Citizens talk about UPA during election season.,559
641,2025-10-10 18:38:38,AIADMK shows great development in recent times.,1983
642,2025-10-16 19:11:38,KCR shows great stability in recent times.,3345
643,2025-10-02 03:33:38,People criticize DMK for unemployment issues.,1047
644,2025-10-21 11:27:38,People criticize AIADMK for criticism issues.,3380
645,2025-10-21 10:04:38,Citizens talk about Modi during meeting season.,350
646,2025-10-24 12:10:38,Citizens talk about DMK during speech season.,4276
647,2025-10-30 22:02:38,Citizens talk about Modi during manifesto season.,3294
648,2025-10-06 09:28:38,AAP shows great stability in recent times.,4861
649,2025-10-18 03:27:38,AAP shows great development in recent times.,4366
650,2025-10-21 04:20:38,Stalin shows great leadership in recent times.,1788
651,2025-10-01 01:59:38,Citizens talk about Rahul during meeting season.,3347
652,2025-10-03 13:15:38,People criticize DMK for protest issues.,3386
653,2025-10-02 08:56:38,People criticize Modi for criticism issues.,4931
654,2025-10-04 18:40:38,Citizens talk about Mamata during discussion season.,1933
655,2025-10-11 08:38:38,People criticize Stalin for corruption issues.,2612
656,2025-10-09 11:54:38,Mamata shows great trust in recent times.,669
657,2025-11-02 10:18:38,People criticize Mamata for violence issues.,2237
658,2025-10-25 00:46:38,BJP shows great growth in recent times.,298
659,2025-10-31 19:58:38,Citizens talk about AIADMK during campaign season.,2769
660,2025-10-31 14:49:38,Modi shows great leadership in recent times.,1593
661,2025-10-19 04:18:38,Citizens talk about Congress during vote season.,3147
662,2025-10-13 09:37:38,People criticize BRS for violence issues.,4481
663,2025-10-15 13:39:38,People criticize NDA for failure issues.,446
664,2025-10-02 09:38:38,Kejriwal shows great development in recent times.,2114
665,2025-10-23 16:22:38,Citizens talk about NDA during manifesto season.,669
666,2025-10-12 07:33:38,Citizens talk about DMK during discussion season.,2670
667,2025-10-11 04:55:38,People criticize AAP for protest issues.,2268
668,2025-11-02 12:40:38,Rahul shows great progress in recent times.,105
669,2025-10-13 09:49:38,DMK shows great unity in recent times.,2900
670,2025-10-19 08:59:38,Citizens talk about Congress during manifesto season.,2101
671,2025-11-01 02:08:38,NDA shows great unity in recent times.,1144
672,2025-10-08 05:22:38,Citizens talk about UPA during party season.,2760
673,2025-10-10 01:09:38,Citizens talk about AAP during vote season.,3983
674,2025-10-14 19:20:38,KCR shows great growth in recent times.,1342
675,2025-10-10 11:06:38,AIADMK shows great stability in recent times.,2503
676,2025-10-30 14:03:38,People criticize BJP for protest issues.,2725
677,2025-10-29 00:08:38,Citizens talk about KCR during election season.,33
678,2025-10-23 10:47:38,KCR shows great stability in recent times.,876
679,2025-10-24 13:48:38,Kejriwal shows great unity in recent times.,1946
680,2025-10-05 01:13:38,TMC shows great support in recent times.,2277
681,2025-10-30 18:01:38,People criticize UPA for blame issues.,3311
682,2025-10-24 01:52:38,People criticize AIADMK for criticism issues.,470
683,2025-10-10 03:35:38,Citizens talk about Stalin during meeting season.,575
684,2025-10-08 20:29:38,Citizens talk about Congress during manifesto season.,4625
685,2025-10-23 16:55:38,People criticize UPA for corruption issues.,507
686,2025-10-02 05:42:38,People criticize Rahul for inflation issues.,709
687,2025-10-17 21:23:38,Citizens talk about AIADMK during poll season.,368
688,2025-10-11 15:41:38,UPA shows great stability in recent times.,3520
689,2025-11-02 10:28:38,People criticize KCR for inflation issues.,2354
690,2025-10-11 10:51:38,BJP shows great growth in recent times.,4445
691,2025-10-29 23:32:38,Citizens talk about Stalin during party season.,227
692,2025-11-01 12:06:38,DMK shows great progress in recent times.,4151
693,2025-10-25 05:15:38,Citizens talk about AAP during speech season.,1964
694,2025-10-24 03:11:38,DMK shows great growth in recent times.,4309
695,2025-10-03 10:43:38,Citizens talk about NDA during party season.,2593
696,2025-10-08 20:00:38,People criticize DMK for protest issues.,1673
697,2025-10-31 18:46:38,Citizens talk about BJP during campaign season.,4406
698,2025-10-09 05:33:38,Citizens talk about BJP during rally season.,513
699,2025-10-09 14:45:38,People criticize AIADMK for unemployment issues.,3571
700,2025-10-12 05:03:38,People criticize Rahul for blame issues.,1115
701,2025-10-26 07:58:38,Citizens talk about BJP during manifesto season.,4579
702,2025-10-29 11:27:38,Citizens talk about Congress during campaign season.,2689
703,2025-10-22 10:58:38,Modi shows great progress in recent times.,2430
704,2025-10-22 10:34:38,Citizens talk about NDA during speech season.,3270
705,2025-11-03 03:19:38,Citizens talk about BRS during rally season.,888
706,2025-11-01 07:04:38,BRS shows great growth in recent times.,3249
707,2025-10-11 03:57:38,Citizens talk about DMK during election season.,3514
708,2025-10-02 13:32:38,People criticize Kejriwal for unemployment issues.,2606
709,2025-10-22 08:58:38,People criticize Modi for failure issues.,587
710,2025-10-15 20:58:38,BRS shows great growth in recent times.,2484
711,2025-10-24 10:42:38,Citizens talk about KCR during speech season.,4982
712,2025-10-13 05:20:38,People criticize Modi for violence issues.,1027
713,2025-10-29 16:49:38,BJP shows great vision in recent times.,696
714,2025-10-15 10:35:38,BRS shows great support in recent times.,3032
715,2025-10-14 11:20:38,People criticize Modi for unemployment issues.,1325
716,2025-10-03 02:36:38,AAP shows great growth in recent times.,4801
717,2025-10-13 22:57:38,People criticize Modi for scandal issues.,1879
718,2025-10-13 15:31:38,Modi shows great trust in recent times.,4339
719,2025-10-14 20:38:38,Citizens talk about Rahul during discussion season.,2416
720,2025-10-05 21:17:38,AAP shows great stability in recent times.,4990
721,2025-10-06 12:51:38,Modi shows great leadership in recent times.,855
722,2025-09-30 04:30:38,Citizens talk about BRS during party season.,1742
723,2025-10-02 12:18:38,People criticize NDA for corruption issues.,4245
724,2025-10-31 03:31:38,People criticize NDA for fraud issues.,3605
725,2025-10-28 09:48:38,Citizens talk about Kejriwal during meeting season.,1436
726,2025-10-05 14:29:38,People criticize AIADMK for protest issues.,1657
727,2025-10-01 02:32:38,People criticize NDA for unemployment issues.,500
728,2025-10-29 00:06:38,Citizens talk about AAP during election season.,4539
729,2025-10-03 17:03:38,Citizens talk about TMC during speech season.,1909
730,2025-10-23 16:56:38,UPA shows great trust in recent times.,2163
731,2025-10-30 04:29:38,BRS shows great trust in recent times.,4121
732,2025-10-04 03:59:38,Citizens talk about KCR during poll season.,1465
733,2025-10-19 13:54:38,UPA shows great unity in recent times.,1410
734,2025-10-12 11:06:38,Stalin shows great support in recent times.,1864
735,2025-10-22 11:48:38,People criticize Congress for criticism issues.,4174
736,2025-10-09 17:14:38,Citizens talk about AIADMK during rally season.,4913
737,2025-10-20 07:48:38,Stalin shows great trust in recent times.,1091
738,2025-10-23 04:21:38,Citizens talk about Mamata during meeting season.,4121
739,2025-09-30 04:42:38,AIADMK shows great leadership in recent times.,3392
740,2025-10-20 23:02:38,Mamata shows great stability in recent times.,4523
741,2025-10-22 17:23:38,Citizens talk about Rahul during party season.,814
742,2025-10-15 01:25:38,BJP shows great trust in recent times.,1628
743,2025-10-10 17:13:38,Modi shows great leadership in recent times.,3609
744,2025-10-15 04:50:38,Citizens talk about BJP during meeting season.,812
745,2025-10-21 21:49:38,KCR shows great trust in recent times.,4470
746,2025-10-28 10:04:38,UPA shows great progress in recent times.,4524
747,2025-11-02 17:42:38,Citizens talk about Congress during discussion season.,1579
748,2025-10-25 08:53:38,TMC shows great leadership in recent times.,4281
749,2025-10-26 13:02:38,Citizens talk about KCR during meeting season.,3033
750,2025-09-30 04:18:38,People criticize TMC for protest issues.,2986
751,2025-11-01 05:00:38,Citizens talk about Rahul during vote season.,3143
752,2025-10-20 06:46:38,Citizens talk about Modi during discussion season.,3070
753,2025-10-20 09:06:38,Citizens talk about NDA during poll season.,4245
754,2025-10-18 00:45:38,Stalin shows great vision in recent times.,4571
755,2025-10-02 17:26:38,Citizens talk about KCR during rally season.,2531
756,2025-10-22 09:12:38,People criticize BRS for violence issues.,4039
757,2025-10-14 07:57:38,People criticize DMK for criticism issues.,2579
758,2025-10-29 06:02:38,Citizens talk about BRS during election season.,2840
759,2025-10-12 05:27:38,Citizens talk about BJP during election season.,403
760,2025-10-23 20:46:38,People criticize Modi for criticism issues.,4639
761,2025-10-06 03:50:38,People criticize Modi for unemployment issues.,88
762,2025-10-27 23:46:38,Citizens talk about Congress during discussion season.,1495
763,2025-10-11 07:12:38,People criticize NDA for violence issues.,3175
764,2025-10-30 13:55:38,Citizens talk about Kejriwal during speech season.,3774
765,2025-11-02 14:38:38,Citizens talk about KCR during manifesto season.,289
766,2025-11-02 19:04:38,BJP shows great vision in recent times.,1033
767,2025-10-20 14:19:38,Citizens talk about BRS during rally season.,3967
768,2025-10-17 07:00:38,Citizens talk about Modi during party season.,2857
769,2025-10-11 07:14:38,KCR shows great unity in recent times.,282
770,2025-10-14 10:16:38,TMC shows great leadership in recent times.,2386
771,2025-10-14 17:05:38,People criticize BRS for violence issues.,968
772,2025-10-23 15:18:38,People criticize Stalin for violence issues.,4022
773,2025-10-26 18:50:38,Citizens talk about TMC during vote season.,1733
774,2025-10-16 20:36:38,People criticize Stalin for criticism issues.,2151
775,2025-10-05 17:57:38,TMC shows great vision in recent times.,3404
776,2025-10-07 08:23:38,Kejriwal shows great stability in recent times.,4466
777,2025-09-30 07:47:38,People criticize AAP for violence issues.,3850
778,2025-10-19 06:27:38,People criticize UPA for protest issues.,4803
779,2025-10-19 21:19:38,Citizens talk about BRS during party season.,3077
780,2025-10-01 13:17:38,Citizens talk about Mamata during meeting season.,4400
781,2025-10-13 12:02:38,Modi shows great progress in recent times.,4856
782,2025-10-25 06:58:38,Citizens talk about Stalin during campaign season.,1366
783,2025-10-31 19:05:38,People criticize Kejriwal for blame issues.,1605
784,2025-10-14 15:31:38,Citizens talk about BRS during manifesto season.,916
785,2025-10-10 13:19:38,NDA shows great leadership in recent times.,3943
786,2025-10-13 01:16:38,People criticize Stalin for criticism issues.,2589
787,2025-10-17 02:41:38,Citizens talk about BJP during vote season.,4052
788,2025-10-25 20:58:38,People criticize Rahul for inflation issues.,4821
789,2025-10-04 21:14:38,Citizens talk about Stalin during rally season.,4694
790,2025-10-15 10:06:38,UPA shows great leadership in recent times.,3321
791,2025-11-02 07:52:38,AAP shows great progress in recent times.,1404
792,2025-10-12 21:05:38,People criticize NDA for inflation issues.,3374
793,2025-10-14 22:48:38,People criticize AAP for blame issues.,4575
794,2025-10-31 02:49:38,Citizens talk about AAP during speech season.,774
795,2025-11-03 13:25:38,People criticize Congress for inflation issues.,1897
796,2025-10-02 00:57:38,Stalin shows great support in recent times.,4840
797,2025-10-08 06:47:38,Mamata shows great leadership in recent times.,3898
798,2025-10-07 03:42:38,Stalin shows great vision in recent times.,159
799,2025-09-29 22:02:38,Kejriwal shows great stability in recent times.,4615
800,2025-10-29 23:22:38,People criticize Mamata for criticism issues.,632
801,2025-10-26 09:30:38,People criticize BRS for unemployment issues.,652
802,2025-10-20 02:43:38,AAP shows great development in recent times.,4741
803,2025-10-21 17:35:38,Citizens talk about KCR during manifesto season.,1347
804,2025-10-21 14:12:38,People criticize Rahul for unemployment issues.,3131
805,2025-10-29 05:05:38,Citizens talk about BRS during rally season.,1931
806,2025-11-02 23:23:38,People criticize Rahul for protest issues.,4596
807,2025-10-17 04:09:38,Citizens talk about Mamata during manifesto season.,3003
808,2025-10-07 06:05:38,Stalin shows great stability in recent times.,2891
809,2025-10-01 08:37:38,People criticize TMC for unemployment issues.,4603
810,2025-09-30 05:50:38,Citizens talk about BJP during discussion season.,4668
811,2025-10-13 19:35:38,Citizens talk about Modi during campaign season.,815
812,2025-10-29 01:14:38,Kejriwal shows great growth in recent times.,221
813,2025-10-17 23:55:38,Mamata shows great stability in recent times.,4199
814,2025-10-02 21:40:38,People criticize Stalin for blame issues.,4068
815,2025-10-22 06:57:38,Citizens talk about TMC during discussion season.,4897
816,2025-10-07 16:08:38,Citizens talk about Mamata during meeting season.,1273
817,2025-10-08 13:04:38,NDA shows great stability in recent times.,3972
818,2025-10-18 10:43:38,People criticize AAP for criticism issues.,761
819,2025-09-30 00:26:38,People criticize Stalin for violence issues.,3178
820,2025-10-28 13:28:38,People criticize KCR for violence issues.,590
821,2025-10-25 00:50:38,People criticize AIADMK for unemployment issues.,1287
822,2025-10-31 21:35:38,NDA shows great growth in recent times.,3456
823,2025-09-30 07:13:38,People criticize KCR for corruption issues.,3777
824,2025-10-21 19:44:38,People criticize DMK for corruption issues.,2543
825,2025-11-02 19:48:38,People criticize KCR for blame issues.,4871
826,2025-11-03 11:48:38,Citizens talk about AIADMK during rally season.,2158
827,2025-10-25 18:18:38,BRS shows great unity in recent times.,2105
828,2025-10-05 09:02:38,Citizens talk about BRS during vote season.,2801
829,2025-10-20 01:29:38,Citizens talk about Stalin during vote season.,2786
830,2025-10-09 04:23:38,AIADMK shows great trust in recent times.,1386
831,2025-10-22 07:56:38,Citizens talk about UPA during campaign season.,1972
832,2025-10-14 09:56:38,Citizens talk about AIADMK during poll season.,651
833,2025-10-04 20:04:38,Citizens talk about Congress during meeting season.,2142
834,2025-10-24 20:28:38,Citizens talk about TMC during rally season.,1953
835,2025-10-13 02:06:38,BRS shows great growth in recent times.,222
836,2025-10-30 09:55:38,Mamata shows great development in recent times.,2325
837,2025-10-01 13:52:38,Kejriwal shows great progress in recent times.,2268
838,2025-09-30 07:13:38,Citizens talk about Rahul during poll season.,3341
839,2025-10-16 07:00:38,Rahul shows great trust in recent times.,3394
840,2025-10-19 05:20:38,People criticize DMK for inflation issues.,3944
