tweet_id,time,tweet,retweet_count
2964,2025-10-24 09:42:00,development promised better development opportunities for youth.,2642
2965,2025-10-24 09:42:30,healthcare promised better healthcare opportunities for youth.,2067
2966,2025-10-24 09:43:00,infrastructure organized a large infrastructure awareness campaign.,1881
2967,2025-10-24 09:43:30,Congress announced a major reform in Congress sector.,1335
2968,2025-10-24 09:44:00,Rahul Gandhi urged citizens to support Rahul Gandhi initiatives.,2579
2969,2025-10-24 09:44:30,digital India spoke about recent improvements in digital India.,4857
2970,2025-10-24 09:45:00,development criticized the opposition for development issues.,4841
2971,2025-10-24 09:45:30,healthcare spoke about recent improvements in healthcare.,815
2972,2025-10-24 09:46:00,healthcare spoke about recent improvements in healthcare.,4820
2973,2025-10-24 09:46:30,poll rally urged citizens to support poll rally initiatives.,1637
2974,2025-10-24 09:47:00,development organized a large development awareness campaign.,1691
2975,2025-10-24 09:47:30,Congress debated on Congress reforms in Parliament.,4411
2976,2025-10-24 09:48:00,BJP spoke about recent improvements in BJP.,1250
2977,2025-10-24 09:48:30,Rahul Gandhi discussed the new Rahul Gandhi policy in India.,3217
2978,2025-10-24 09:49:00,poll rally urged citizens to support poll rally initiatives.,286
2979,2025-10-24 09:49:30,campaign discussed the new campaign policy in India.,4616
2980,2025-10-24 09:50:00,poll rally highlighted challenges in poll rally programs.,1006
2981,2025-10-24 09:50:30,manifesto criticized the opposition for manifesto issues.,4390
2982,2025-10-24 09:51:00,BJP highlighted challenges in BJP programs.,4297
2983,2025-10-24 09:51:30,development debated on development reforms in Parliament.,2170
2984,2025-10-24 09:52:00,Rahul Gandhi organized a large Rahul Gandhi awareness campaign.,972
2985,2025-10-24 09:52:30,manifesto highlighted challenges in manifesto programs.,1348
2986,2025-10-24 09:53:00,infrastructure announced a major reform in infrastructure sector.,1108
2987,2025-10-24 09:53:30,jobs debated on jobs reforms in Parliament.,2679
2988,2025-10-24 09:54:00,manifesto announced a major reform in manifesto sector.,4925
2989,2025-10-24 09:54:30,digital India highlighted challenges in digital India programs.,4572
2990,2025-10-24 09:55:00,manifesto discussed the new manifesto policy in India.,3076
2991,2025-10-24 09:55:30,jobs announced a major reform in jobs sector.,1003
2992,2025-10-24 09:56:00,digital India launched a rally focusing on digital India development.,2570
2993,2025-10-24 09:56:30,Election Commission announced a major reform in Election Commission sector.,1221
2994,2025-10-24 09:57:00,Election Commission highlighted challenges in Election Commission programs.,1965
2995,2025-10-24 09:57:30,BJP discussed the new BJP policy in India.,3625
2996,2025-10-24 09:58:00,Modi spoke about recent improvements in Modi.,727
2997,2025-10-24 09:58:30,development promised better development opportunities for youth.,4870
2998,2025-10-24 09:59:00,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,1930
2999,2025-10-24 09:59:30,digital India criticized the opposition for digital India issues.,3980
3000,2025-10-24 10:00:00,BJP highlighted challenges in BJP programs.,2851
3001,2025-10-24 10:00:30,manifesto highlighted challenges in manifesto programs.,2510
3002,2025-10-24 10:01:00,corruption debated on corruption reforms in Parliament.,1839
3003,2025-10-24 10:01:30,digital India announced a major reform in digital India sector.,4698
3004,2025-10-24 10:02:00,Congress organized a large Congress awareness campaign.,4854
3005,2025-10-24 10:02:30,healthcare announced a major reform in healthcare sector.,3472
3006,2025-10-24 10:03:00,BJP spoke about recent improvements in BJP.,936
3007,2025-10-24 10:03:30,Congress announced a major reform in Congress sector.,3583
3008,2025-10-24 10:04:00,campaign debated on campaign reforms in Parliament.,729
3009,2025-10-24 10:04:30,campaign organized a large campaign awareness campaign.,3074
3010,2025-10-24 10:05:00,digital India announced a major reform in digital India sector.,769
3011,2025-10-24 10:05:30,development launched a rally focusing on development development.,4811
3012,2025-10-24 10:06:00,digital India spoke about recent improvements in digital India.,4021
3013,2025-10-24 10:06:30,jobs announced a major reform in jobs sector.,2605
3014,2025-10-24 10:07:00,manifesto debated on manifesto reforms in Parliament.,4803
3015,2025-10-24 10:07:30,Election Commission promised better Election Commission opportunities for youth.,3519
3016,2025-10-24 10:08:00,Modi announced a major reform in Modi sector.,3008
3017,2025-10-24 10:08:30,corruption discussed the new corruption policy in India.,3782
3018,2025-10-24 10:09:00,education highlighted challenges in education programs.,4258
3019,2025-10-24 10:09:30,campaign spoke about recent improvements in campaign.,2805
3020,2025-10-24 10:10:00,manifesto debated on manifesto reforms in Parliament.,10
3021,2025-10-24 10:10:30,campaign promised better campaign opportunities for youth.,4313
3022,2025-10-24 10:11:00,manifesto organized a large manifesto awareness campaign.,775
3023,2025-10-24 10:11:30,infrastructure discussed the new infrastructure policy in India.,4751
3024,2025-10-24 10:12:00,BJP urged citizens to support BJP initiatives.,833
3025,2025-10-24 10:12:30,jobs announced a major reform in jobs sector.,4067
3026,2025-10-24 10:13:00,Rahul Gandhi discussed the new Rahul Gandhi policy in India.,1185
3027,2025-10-24 10:13:30,healthcare discussed the new healthcare policy in India.,2767
3028,2025-10-24 10:14:00,digital India discussed the new digital India policy in India.,4092
3029,2025-10-24 10:14:30,education launched a rally focusing on education development.,2325
3030,2025-10-24 10:15:00,BJP announced a major reform in BJP sector.,4863
3031,2025-10-24 10:15:30,manifesto organized a large manifesto awareness campaign.,2383
3032,2025-10-24 10:16:00,manifesto announced a major reform in manifesto sector.,2077
3033,2025-10-24 10:16:30,Modi announced a major reform in Modi sector.,3100
3034,2025-10-24 10:17:00,poll rally urged citizens to support poll rally initiatives.,1900
3035,2025-10-24 10:17:30,healthcare spoke about recent improvements in healthcare.,2333
3036,2025-10-24 10:18:00,Election Commission urged citizens to support Election Commission initiatives.,807
3037,2025-10-24 10:18:30,campaign debated on campaign reforms in Parliament.,3939
3038,2025-10-24 10:19:00,healthcare highlighted challenges in healthcare programs.,829
3039,2025-10-24 10:19:30,education highlighted challenges in education programs.,4591
3040,2025-10-24 10:20:00,campaign organized a large campaign awareness campaign.,350
3041,2025-10-24 10:20:30,corruption criticized the opposition for corruption issues.,3063
3042,2025-10-24 10:21:00,BJP organized a large BJP awareness campaign.,1606
3043,2025-10-24 10:21:30,healthcare highlighted challenges in healthcare programs.,2215
3044,2025-10-24 10:22:00,Modi urged citizens to support Modi initiatives.,1699
3045,2025-10-24 10:22:30,BJP urged citizens to support BJP initiatives.,2293
3046,2025-10-24 10:23:00,healthcare urged citizens to support healthcare initiatives.,61
3047,2025-10-24 10:23:30,Election Commission urged citizens to support Election Commission initiatives.,3533
3048,2025-10-24 10:24:00,Congress discussed the new Congress policy in India.,2892
3049,2025-10-24 10:24:30,jobs promised better jobs opportunities for youth.,2297
3050,2025-10-24 10:25:00,campaign organized a large campaign awareness campaign.,1267
3051,2025-10-24 10:25:30,healthcare discussed the new healthcare policy in India.,1332
3052,2025-10-24 10:26:00,jobs discussed the new jobs policy in India.,175
3053,2025-10-24 10:26:30,digital India debated on digital India reforms in Parliament.,3892
3054,2025-10-24 10:27:00,healthcare highlighted challenges in healthcare programs.,1958
3055,2025-10-24 10:27:30,campaign criticized the opposition for campaign issues.,884
3056,2025-10-24 10:28:00,digital India spoke about recent improvements in digital India.,1108
3057,2025-10-24 10:28:30,campaign promised better campaign opportunities for youth.,4158
3058,2025-10-24 10:29:00,BJP spoke about recent improvements in BJP.,399
3059,2025-10-24 10:29:30,infrastructure debated on infrastructure reforms in Parliament.,1797
3060,2025-10-24 10:30:00,development spoke about recent improvements in development.,1389
3061,2025-10-24 10:30:30,Election Commission criticized the opposition for Election Commission issues.,1671
3062,2025-10-24 10:31:00,healthcare criticized the opposition for healthcare issues.,1361
3063,2025-10-24 10:31:30,healthcare discussed the new healthcare policy in India.,4223
3064,2025-10-24 10:32:00,digital India criticized the opposition for digital India issues.,3487
3065,2025-10-24 10:32:30,education criticized the opposition for education issues.,4165
3066,2025-10-24 10:33:00,education launched a rally focusing on education development.,2187
3067,2025-10-24 10:33:30,corruption organized a large corruption awareness campaign.,4901
3068,2025-10-24 10:34:00,poll rally promised better poll rally opportunities for youth.,4824
3069,2025-10-24 10:34:30,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,551
3070,2025-10-24 10:35:00,manifesto spoke about recent improvements in manifesto.,3939
3071,2025-10-24 10:35:30,infrastructure urged citizens to support infrastructure initiatives.,1679
3072,2025-10-24 10:36:00,digital India spoke about recent improvements in digital India.,1598
3073,2025-10-24 10:36:30,infrastructure spoke about recent improvements in infrastructure.,549
3074,2025-10-24 10:37:00,BJP criticized the opposition for BJP issues.,1646
3075,2025-10-24 10:37:30,jobs discussed the new jobs policy in India.,739
3076,2025-10-24 10:38:00,BJP urged citizens to support BJP initiatives.,2268
3077,2025-10-24 10:38:30,Rahul Gandhi promised better Rahul Gandhi opportunities for youth.,366
3078,2025-10-24 10:39:00,Congress highlighted challenges in Congress programs.,4748
3079,2025-10-24 10:39:30,BJP urged citizens to support BJP initiatives.,183
3080,2025-10-24 10:40:00,Congress announced a major reform in Congress sector.,2019
3081,2025-10-24 10:40:30,healthcare criticized the opposition for healthcare issues.,1659
3082,2025-10-24 10:41:00,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,4187
3083,2025-10-24 10:41:30,campaign debated on campaign reforms in Parliament.,2188
3084,2025-10-24 10:42:00,digital India criticized the opposition for digital India issues.,1056
3085,2025-10-24 10:42:30,Congress spoke about recent improvements in Congress.,4454
3086,2025-10-24 10:43:00,healthcare organized a large healthcare awareness campaign.,3590
3087,2025-10-24 10:43:30,jobs promised better jobs opportunities for youth.,1771
3088,2025-10-24 10:44:00,manifesto launched a rally focusing on manifesto development.,595
3089,2025-10-24 10:44:30,corruption announced a major reform in corruption sector.,2868
3090,2025-10-24 10:45:00,BJP spoke about recent improvements in BJP.,1390
3091,2025-10-24 10:45:30,Modi criticized the opposition for Modi issues.,660
3092,2025-10-24 10:46:00,corruption promised better corruption opportunities for youth.,2732
3093,2025-10-24 10:46:30,campaign organized a large campaign awareness campaign.,1445
3094,2025-10-24 10:47:00,poll rally promised better poll rally opportunities for youth.,3386
3095,2025-10-24 10:47:30,development highlighted challenges in development programs.,3182
3096,2025-10-24 10:48:00,jobs discussed the new jobs policy in India.,1798
3097,2025-10-24 10:48:30,Modi criticized the opposition for Modi issues.,806
3098,2025-10-24 10:49:00,Congress announced a major reform in Congress sector.,1479
3099,2025-10-24 10:49:30,development organized a large development awareness campaign.,4354
3100,2025-10-24 10:50:00,jobs announced a major reform in jobs sector.,877
3101,2025-10-24 10:50:30,healthcare announced a major reform in healthcare sector.,98
3102,2025-10-24 10:51:00,campaign promised better campaign opportunities for youth.,3630
3103,2025-10-24 10:51:30,infrastructure launched a rally focusing on infrastructure development.,4695
3104,2025-10-24 10:52:00,development launched a rally focusing on development development.,698
3105,2025-10-24 10:52:30,Congress criticized the opposition for Congress issues.,4837
3106,2025-10-24 10:53:00,manifesto launched a rally focusing on manifesto development.,4784
3107,2025-10-24 10:53:30,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,1007
3108,2025-10-24 10:54:00,healthcare launched a rally focusing on healthcare development.,3542
3109,2025-10-24 10:54:30,manifesto criticized the opposition for manifesto issues.,4882
3110,2025-10-24 10:55:00,corruption discussed the new corruption policy in India.,2342
3111,2025-10-24 10:55:30,education debated on education reforms in Parliament.,4764
3112,2025-10-24 10:56:00,jobs highlighted challenges in jobs programs.,1007
3113,2025-10-24 10:56:30,healthcare organized a large healthcare awareness campaign.,4584
3114,2025-10-24 10:57:00,Congress organized a large Congress awareness campaign.,4924
3115,2025-10-24 10:57:30,corruption spoke about recent improvements in corruption.,2762
3116,2025-10-24 10:58:00,Election Commission organized a large Election Commission awareness campaign.,2862
3117,2025-10-24 10:58:30,poll rally promised better poll rally opportunities for youth.,3791
3118,2025-10-24 10:59:00,BJP debated on BJP reforms in Parliament.,4228
3119,2025-10-24 10:59:30,healthcare organized a large healthcare awareness campaign.,450
3120,2025-10-24 11:00:00,poll rally organized a large poll rally awareness campaign.,1060
3121,2025-10-24 11:00:30,corruption criticized the opposition for corruption issues.,1697
3122,2025-10-24 11:01:00,healthcare spoke about recent improvements in healthcare.,2402
3123,2025-10-24 11:01:30,Congress organized a large Congress awareness campaign.,2142
3124,2025-10-24 11:02:00,infrastructure organized a large infrastructure awareness campaign.,1511
3125,2025-10-24 11:02:30,Congress organized a large Congress awareness campaign.,3229
3126,2025-10-24 11:03:00,digital India launched a rally focusing on digital India development.,633
3127,2025-10-24 11:03:30,Modi announced a major reform in Modi sector.,1816
3128,2025-10-24 11:04:00,Modi launched a rally focusing on Modi development.,1551
3129,2025-10-24 11:04:30,education promised better education opportunities for youth.,1014
3130,2025-10-24 11:05:00,jobs promised better jobs opportunities for youth.,3285
3131,2025-10-24 11:05:30,digital India debated on digital India reforms in Parliament.,2765
3132,2025-10-24 11:06:00,corruption debated on corruption reforms in Parliament.,3236
3133,2025-10-24 11:06:30,development criticized the opposition for development issues.,4292
3134,2025-10-24 11:07:00,education urged citizens to support education initiatives.,4829
3135,2025-10-24 11:07:30,infrastructure organized a large infrastructure awareness campaign.,2709
3136,2025-10-24 11:08:00,manifesto criticized the opposition for manifesto issues.,3062
3137,2025-10-24 11:08:30,BJP debated on BJP reforms in Parliament.,216
3138,2025-10-24 11:09:00,poll rally announced a major reform in poll rally sector.,4480
3139,2025-10-24 11:09:30,infrastructure highlighted challenges in infrastructure programs.,2079
3140,2025-10-24 11:10:00,poll rally urged citizens to support poll rally initiatives.,576
3141,2025-10-24 11:10:30,corruption debated on corruption reforms in Parliament.,4849
3142,2025-10-24 11:11:00,healthcare organized a large healthcare awareness campaign.,3112
3143,2025-10-24 11:11:30,corruption highlighted challenges in corruption programs.,4666
3144,2025-10-24 11:12:00,Election Commission launched a rally focusing on Election Commission development.,3606
3145,2025-10-24 11:12:30,Election Commission urged citizens to support Election Commission initiatives.,4557
3146,2025-10-24 11:13:00,development criticized the opposition for development issues.,1999
3147,2025-10-24 11:13:30,healthcare urged citizens to support healthcare initiatives.,702
3148,2025-10-24 11:14:00,development debated on development reforms in Parliament.,1907
3149,2025-10-24 11:14:30,BJP announced a major reform in BJP sector.,2663
3150,2025-10-24 11:15:00,Congress spoke about recent improvements in Congress.,1503
3151,2025-10-24 11:15:30,BJP spoke about recent improvements in BJP.,3018
3152,2025-10-24 11:16:00,infrastructure organized a large infrastructure awareness campaign.,1187
3153,2025-10-24 11:16:30,infrastructure promised better infrastructure opportunities for youth.,4495
3154,2025-10-24 11:17:00,Modi promised better Modi opportunities for youth.,4049
3155,2025-10-24 11:17:30,poll rally urged citizens to support poll rally initiatives.,3453
3156,2025-10-24 11:18:00,jobs announced a major reform in jobs sector.,2270
3157,2025-10-24 11:18:30,BJP urged citizens to support BJP initiatives.,3689
3158,2025-10-24 11:19:00,education criticized the opposition for education issues.,2621
3159,2025-10-24 11:19:30,education promised better education opportunities for youth.,3397
3160,2025-10-24 11:20:00,development discussed the new development policy in India.,1393
3161,2025-10-24 11:20:30,campaign criticized the opposition for campaign issues.,3365
3162,2025-10-24 11:21:00,BJP debated on BJP reforms in Parliament.,3286
3163,2025-10-24 11:21:30,jobs highlighted challenges in jobs programs.,4665
3164,2025-10-24 11:22:00,Election Commission spoke about recent improvements in Election Commission.,3825
3165,2025-10-24 11:22:30,poll rally promised better poll rally opportunities for youth.,2059
3166,2025-10-24 11:23:00,infrastructure launched a rally focusing on infrastructure development.,2459
3167,2025-10-24 11:23:30,education debated on education reforms in Parliament.,3314
3168,2025-10-24 11:24:00,BJP launched a rally focusing on BJP development.,4429
3169,2025-10-24 11:24:30,jobs debated on jobs reforms in Parliament.,2014
3170,2025-10-24 11:25:00,campaign organized a large campaign awareness campaign.,2339
3171,2025-10-24 11:25:30,infrastructure launched a rally focusing on infrastructure development.,2058
3172,2025-10-24 11:26:00,infrastructure highlighted challenges in infrastructure programs.,1608
3173,2025-10-24 11:26:30,education highlighted challenges in education programs.,3430
3174,2025-10-24 11:27:00,jobs promised better jobs opportunities for youth.,2232
3175,2025-10-24 11:27:30,Election Commission debated on Election Commission reforms in Parliament.,1851
3176,2025-10-24 11:28:00,poll rally urged citizens to support poll rally initiatives.,1257
3177,2025-10-24 11:28:30,manifesto organized a large manifesto awareness campaign.,943
3178,2025-10-24 11:29:00,jobs launched a rally focusing on jobs development.,3445
3179,2025-10-24 11:29:30,Election Commission urged citizens to support Election Commission initiatives.,4318
3180,2025-10-24 11:30:00,poll rally spoke about recent improvements in poll rally.,3533
3181,2025-10-24 11:30:30,Election Commission promised better Election Commission opportunities for youth.,1831
3182,2025-10-24 11:31:00,infrastructure urged citizens to support infrastructure initiatives.,1198
3183,2025-10-24 11:31:30,campaign organized a large campaign awareness campaign.,1436
3184,2025-10-24 11:32:00,corruption urged citizens to support corruption initiatives.,453
3185,2025-10-24 11:32:30,Election Commission spoke about recent improvements in Election Commission.,4771
3186,2025-10-24 11:33:00,corruption spoke about recent improvements in corruption.,3851
3187,2025-10-24 11:33:30,infrastructure promised better infrastructure opportunities for youth.,4512
3188,2025-10-24 11:34:00,jobs highlighted challenges in jobs programs.,3598
3189,2025-10-24 11:34:30,Modi announced a major reform in Modi sector.,2026
3190,2025-10-24 11:35:00,Congress spoke about recent improvements in Congress.,4233
3191,2025-10-24 11:35:30,digital India urged citizens to support digital India initiatives.,467
3192,2025-10-24 11:36:00,corruption organized a large corruption awareness campaign.,4150
3193,2025-10-24 11:36:30,healthcare highlighted challenges in healthcare programs.,677
3194,2025-10-24 11:37:00,manifesto announced a major reform in manifesto sector.,1808
3195,2025-10-24 11:37:30,infrastructure promised better infrastructure opportunities for youth.,1624
3196,2025-10-24 11:38:00,Modi criticized the opposition for Modi issues.,3533
3197,2025-10-24 11:38:30,jobs organized a large jobs awareness campaign.,3089
3198,2025-10-24 11:39:00,campaign organized a large campaign awareness campaign.,4747
3199,2025-10-24 11:39:30,jobs promised better jobs opportunities for youth.,2934
3200,2025-10-24 11:40:00,digital India debated on digital India reforms in Parliament.,2844
3201,2025-10-24 11:40:30,corruption urged citizens to support corruption initiatives.,3429
3202,2025-10-24 11:41:00,Rahul Gandhi spoke about recent improvements in Rahul Gandhi.,2853
3203,2025-10-24 11:41:30,corruption debated on corruption reforms in Parliament.,3204
3204,2025-10-24 11:42:00,digital India announced a major reform in digital India sector.,2653
3205,2025-10-24 11:42:30,digital India announced a major reform in digital India sector.,1124
3206,2025-10-24 11:43:00,Election Commission debated on Election Commission reforms in Parliament.,4580
3207,2025-10-24 11:43:30,education urged citizens to support education initiatives.,2132
3208,2025-10-24 11:44:00,development highlighted challenges in development programs.,663
3209,2025-10-24 11:44:30,campaign announced a major reform in campaign sector.,3646
3210,2025-10-24 11:45:00,digital India promised better digital India opportunities for youth.,2631
3211,2025-10-24 11:45:30,poll rally discussed the new poll rally policy in India.,1412
3212,2025-10-24 11:46:00,jobs discussed the new jobs policy in India.,3516
3213,2025-10-24 11:46:30,corruption discussed the new corruption policy in India.,2244
3214,2025-10-24 11:47:00,development criticized the opposition for development issues.,4441
3215,2025-10-24 11:47:30,manifesto organized a large manifesto awareness campaign.,1713
3216,2025-10-24 11:48:00,infrastructure criticized the opposition for infrastructure issues.,1563
3217,2025-10-24 11:48:30,Congress announced a major reform in Congress sector.,2944
3218,2025-10-24 11:49:00,Election Commission launched a rally focusing on Election Commission development.,941
3219,2025-10-24 11:49:30,jobs launched a rally focusing on jobs development.,2466
3220,2025-10-24 11:50:00,campaign launched a rally focusing on campaign development.,566
3221,2025-10-24 11:50:30,education spoke about recent improvements in education.,4977
3222,2025-10-24 11:51:00,BJP debated on BJP reforms in Parliament.,1391
3223,2025-10-24 11:51:30,jobs announced a major reform in jobs sector.,1936
3224,2025-10-24 11:52:00,campaign launched a rally focusing on campaign development.,4218
3225,2025-10-24 11:52:30,jobs spoke about recent improvements in jobs.,4600
3226,2025-10-24 11:53:00,infrastructure launched a rally focusing on infrastructure development.,1622
3227,2025-10-24 11:53:30,poll rally spoke about recent improvements in poll rally.,928
3228,2025-10-24 11:54:00,Election Commission highlighted challenges in Election Commission programs.,2495
3229,2025-10-24 11:54:30,digital India debated on digital India reforms in Parliament.,187
3230,2025-10-24 11:55:00,poll rally debated on poll rally reforms in Parliament.,1584
3231,2025-10-24 11:55:30,BJP criticized the opposition for BJP issues.,2598
3232,2025-10-24 11:56:00,jobs organized a large jobs awareness campaign.,3051
3233,2025-10-24 11:56:30,corruption spoke about recent improvements in corruption.,4975
3234,2025-10-24 11:57:00,manifesto launched a rally focusing on manifesto development.,318
3235,2025-10-24 11:57:30,Rahul Gandhi highlighted challenges in Rahul Gandhi programs.,2186
3236,2025-10-24 11:58:00,healthcare debated on healthcare reforms in Parliament.,3604
3237,2025-10-24 11:58:30,healthcare announced a major reform in healthcare sector.,3370
3238,2025-10-24 11:59:00,campaign promised better campaign opportunities for youth.,4572
3239,2025-10-24 11:59:30,manifesto spoke about recent improvements in manifesto.,663
3240,2025-10-24 12:00:00,Congress launched a rally focusing on Congress development.,4332
3241,2025-10-24 12:00:30,education debated on education reforms in Parliament.,842
3242,2025-10-24 12:01:00,BJP organized a large BJP awareness campaign.,633
3243,2025-10-24 12:01:30,corruption promised better corruption opportunities for youth.,919
3244,2025-10-24 12:02:00,healthcare highlighted challenges in healthcare programs.,417
3245,2025-10-24 12:02:30,Congress promised better Congress opportunities for youth.,4754
3246,2025-10-24 12:03:00,Election Commission spoke about recent improvements in Election Commission.,3114
3247,2025-10-24 12:03:30,development organized a large development awareness campaign.,65
3248,2025-10-24 12:04:00,Modi criticized the opposition for Modi issues.,1956
3249,2025-10-24 12:04:30,poll rally criticized the opposition for poll rally issues.,4571
3250,2025-10-24 12:05:00,poll rally spoke about recent improvements in poll rally.,1391
3251,2025-10-24 12:05:30,Election Commission debated on Election Commission reforms in Parliament.,1252
3252,2025-10-24 12:06:00,healthcare debated on healthcare reforms in Parliament.,84
3253,2025-10-24 12:06:30,corruption debated on corruption reforms in Parliament.,4422
3254,2025-10-24 12:07:00,infrastructure launched a rally focusing on infrastructure development.,4987
3255,2025-10-24 12:07:30,corruption spoke about recent improvements in corruption.,3559
3256,2025-10-24 12:08:00,Election Commission launched a rally focusing on Election Commission development.,4647
3257,2025-10-24 12:08:30,infrastructure debated on infrastructure reforms in Parliament.,2545
3258,2025-10-24 12:09:00,Modi debated on Modi reforms in Parliament.,3307
3259,2025-10-24 12:09:30,Congress announced a major reform in Congress sector.,949
3260,2025-10-24 12:10:00,corruption highlighted challenges in corruption programs.,4615
3261,2025-10-24 12:10:30,manifesto launched a rally focusing on manifesto development.,4422
3262,2025-10-24 12:11:00,BJP organized a large BJP awareness campaign.,4236
3263,2025-10-24 12:11:30,Election Commission spoke about recent improvements in Election Commission.,2412
3264,2025-10-24 12:12:00,campaign spoke about recent improvements in campaign.,4528
3265,2025-10-24 12:12:30,digital India discussed the new digital India policy in India.,690
3266,2025-10-24 12:13:00,infrastructure announced a major reform in infrastructure sector.,1000
3267,2025-10-24 12:13:30,infrastructure urged citizens to support infrastructure initiatives.,4508
3268,2025-10-24 12:14:00,Congress discussed the new Congress policy in India.,141
3269,2025-10-24 12:14:30,Election Commission organized a large Election Commission awareness campaign.,4772
3270,2025-10-24 12:15:00,corruption announced a major reform in corruption sector.,3821
3271,2025-10-24 12:15:30,development discussed the new development policy in India.,4724
3272,2025-10-24 12:16:00,jobs announced a major reform in jobs sector.,3410
3273,2025-10-24 12:16:30,poll rally launched a rally focusing on poll rally development.,3243
3274,2025-10-24 12:17:00,Modi urged citizens to support Modi initiatives.,154
3275,2025-10-24 12:17:30,digital India launched a rally focusing on digital India development.,97
3276,2025-10-24 12:18:00,corruption criticized the opposition for corruption issues.,4883
3277,2025-10-24 12:18:30,Congress organized a large Congress awareness campaign.,217
3278,2025-10-24 12:19:00,BJP launched a rally focusing on BJP development.,2622
3279,2025-10-24 12:19:30,jobs highlighted challenges in jobs programs.,4602
3280,2025-10-24 12:20:00,development discussed the new development policy in India.,4465
3281,2025-10-24 12:20:30,Modi urged citizens to support Modi initiatives.,3432
3282,2025-10-24 12:21:00,BJP urged citizens to support BJP initiatives.,4026
3283,2025-10-24 12:21:30,healthcare debated on healthcare reforms in Parliament.,560
3284,2025-10-24 12:22:00,infrastructure discussed the new infrastructure policy in India.,1726
3285,2025-10-24 12:22:30,poll rally organized a large poll rally awareness campaign.,4497
3286,2025-10-24 12:23:00,Election Commission highlighted challenges in Election Commission programs.,3348
3287,2025-10-24 12:23:30,poll rally promised better poll rally opportunities for youth.,1716
3288,2025-10-24 12:24:00,education criticized the opposition for education issues.,1759
3289,2025-10-24 12:24:30,infrastructure spoke about recent improvements in infrastructure.,354
3290,2025-10-24 12:25:00,development discussed the new development policy in India.,2277
3291,2025-10-24 12:25:30,education announced a major reform in education sector.,3096
3292,2025-10-24 12:26:00,healthcare discussed the new healthcare policy in India.,4219
3293,2025-10-24 12:26:30,digital India highlighted challenges in digital India programs.,587
3294,2025-10-24 12:27:00,campaign discussed the new campaign policy in India.,2328
3295,2025-10-24 12:27:30,campaign announced a major reform in campaign sector.,2729
3296,2025-10-24 12:28:00,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,3255
3297,2025-10-24 12:28:30,poll rally organized a large poll rally awareness campaign.,1665
3298,2025-10-24 12:29:00,healthcare discussed the new healthcare policy in India.,249
3299,2025-10-24 12:29:30,healthcare highlighted challenges in healthcare programs.,1127
3300,2025-10-24 12:30:00,education urged citizens to support education initiatives.,4734
3301,2025-10-24 12:30:30,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,3543
3302,2025-10-24 12:31:00,Congress organized a large Congress awareness campaign.,2665
3303,2025-10-24 12:31:30,campaign criticized the opposition for campaign issues.,4822
3304,2025-10-24 12:32:00,poll rally debated on poll rally reforms in Parliament.,4128
3305,2025-10-24 12:32:30,Modi announced a major reform in Modi sector.,3982
3306,2025-10-24 12:33:00,campaign urged citizens to support campaign initiatives.,4204
3307,2025-10-24 12:33:30,Congress spoke about recent improvements in Congress.,3874
3308,2025-10-24 12:34:00,campaign urged citizens to support campaign initiatives.,1027
3309,2025-10-24 12:34:30,Congress debated on Congress reforms in Parliament.,4799
3310,2025-10-24 12:35:00,jobs urged citizens to support jobs initiatives.,911
3311,2025-10-24 12:35:30,corruption debated on corruption reforms in Parliament.,4247
3312,2025-10-24 12:36:00,Election Commission announced a major reform in Election Commission sector.,1129
3313,2025-10-24 12:36:30,corruption organized a large corruption awareness campaign.,2792
3314,2025-10-24 12:37:00,manifesto spoke about recent improvements in manifesto.,780
3315,2025-10-24 12:37:30,development criticized the opposition for development issues.,2186
3316,2025-10-24 12:38:00,poll rally urged citizens to support poll rally initiatives.,3651
3317,2025-10-24 12:38:30,education promised better education opportunities for youth.,3913
3318,2025-10-24 12:39:00,poll rally launched a rally focusing on poll rally development.,3023
3319,2025-10-24 12:39:30,Rahul Gandhi highlighted challenges in Rahul Gandhi programs.,2422
3320,2025-10-24 12:40:00,poll rally organized a large poll rally awareness campaign.,2505
3321,2025-10-24 12:40:30,corruption spoke about recent improvements in corruption.,3933
3322,2025-10-24 12:41:00,digital India criticized the opposition for digital India issues.,4869
3323,2025-10-24 12:41:30,corruption announced a major reform in corruption sector.,2259
3324,2025-10-24 12:42:00,jobs debated on jobs reforms in Parliament.,4926
3325,2025-10-24 12:42:30,healthcare urged citizens to support healthcare initiatives.,1498
3326,2025-10-24 12:43:00,jobs highlighted challenges in jobs programs.,664
3327,2025-10-24 12:43:30,BJP promised better BJP opportunities for youth.,2297
3328,2025-10-24 12:44:00,jobs promised better jobs opportunities for youth.,4058
3329,2025-10-24 12:44:30,manifesto criticized the opposition for manifesto issues.,3758
3330,2025-10-24 12:45:00,Election Commission discussed the new Election Commission policy in India.,4341
3331,2025-10-24 12:45:30,Modi promised better Modi opportunities for youth.,3929
3332,2025-10-24 12:46:00,jobs announced a major reform in jobs sector.,2416
